Date,History,Date01,Sim#01,Date02,Sim#02,Date03,Sim#03,Date04,Sim#04,Date,Sim#05,Date,Sim#06,Date,Sim#07,Date,Sim#08,Date,Sim#09,Date,Sim#10,Date,Sim#11,Date,Sim#12,Date,Sim#13,Date,Sim#14,Date,Sim#15,Date,Sim#16,Date,Sim#17,Date,Sim#18,Date,Sim#19,Date,Sim#20,Date,Sim#21,Date,Sim#22,Date,Sim#23,Date,Sim#24,Date,Sim#25,Date,Sim#26,Date,Sim#27,Date,Sim#28,Date,Sim#29,Date,Sim#30
38626,280.1025391,38626,151.2553711,38626,308.112793,38626,344.526123,38626,274.5004883,38626,184.8676758,38626,249.2912598,38626,224.0820313,38626,336.1230469,38626,341.7250977,38626,313.7148438,38626,140.0512695,38626,343.4057129,38626,330.5209961,38626,196.0717773,38626,319.3168945,38626,342.2853027,38626,350.1281738,38626,347.3271484,38626,168.0615234,38626,420.1538086,38626,201.6738281,38626,354.4697632,38626,352.9291992,38626,154.0563965,38626,348.7276611,38626,354.3297119,38626,296.9086914,38626,78.42871094,38626,324.9189453,38626,252.0922852
38631.54688,280.2324219,38631.54688,151.3255078,38631.54688,308.2556641,38631.54688,344.6858789,38631.54688,274.6277735,38631.54688,184.9533984,38631.54688,249.4068555,38631.54688,224.1859375,38631.54688,336.2789063,38631.54688,341.8835547,38631.54688,313.8603125,38631.54688,140.1162109,38631.54688,343.5649492,38631.54688,330.6742578,38631.54688,196.1626953,38631.54688,319.4649609,38631.54688,342.4440195,38631.54688,350.2905273,38631.54688,347.4882031,38631.54688,168.1394531,38631.54688,420.3486328,38631.54688,201.7673438,38631.54688,354.6341299,38631.54688,353.0928516,38631.54688,154.127832,38631.54688,348.8893652,38631.54688,354.4940137,38631.54688,297.0463672,38631.54688,78.46507813,38631.54688,325.0696094,38631.54688,252.2091797
38638.48047,280.4158325,38638.48047,151.4245496,38638.48047,308.4574158,38638.48047,344.911474,38638.48047,274.8075159,38638.48047,185.0744495,38638.48047,249.5700909,38638.48047,224.332666,38638.48047,336.498999,38638.48047,342.1073157,38638.48047,314.0657324,38638.48047,140.2079163,38638.48047,343.7898107,38638.48047,330.8906824,38638.48047,196.2910828,38638.48047,319.6740491,38638.48047,342.6681473,38638.48047,350.5197906,38638.48047,347.7156323,38638.48047,168.2494995,38638.48047,420.6237488,38638.48047,201.8993994,38638.48047,354.8662361,38638.48047,353.323949,38638.48047,154.2287079,38638.48047,349.1177115,38638.48047,354.7260281,38638.48047,297.2407825,38638.48047,78.51643311,38638.48047,325.2823657,38638.48047,252.3742493
38647.14746,280.6674805,38647.14746,151.5604395,38647.14746,308.7342285,38647.14746,345.221001,38647.14746,275.0541309,38647.14746,185.2405371,38647.14746,249.7940576,38647.14746,224.5339844,38647.14746,336.8009766,38647.14746,342.4143262,38647.14746,314.3475781,38647.14746,140.3337402,38647.14746,344.0983311,38647.14746,331.187627,38647.14746,196.4672363,38647.14746,319.9609277,38647.14746,342.9756611,38647.14746,350.8343506,38647.14746,348.0276758,38647.14746,168.4004883,38647.14746,421.0012207,38647.14746,202.0805859,38647.14746,355.1846965,38647.14746,353.6410254,38647.14746,154.3671143,38647.14746,349.4310132,38647.14746,355.0443628,38647.14746,297.5075293,38647.14746,78.58689453,38647.14746,325.5742773,38647.14746,252.6007324
38657,280.9718933,38657,151.7248224,38657,309.0690826,38657,345.5954288,38657,275.3524554,38657,185.4414496,38657,250.064985,38657,224.7775146,38657,337.166272,38657,342.7857098,38657,314.6885205,38657,140.4859467,38657,344.4715412,38657,331.5468341,38657,196.6803253,38657,320.3079584,38657,343.3476536,38657,351.2148666,38657,348.4051477,38657,168.583136,38657,421.45784,38657,202.2997632,38657,355.569931,38657,354.0245856,38657,154.5345413,38657,349.8100072,38657,355.429445,38657,297.8302069,38657,78.67213013,38657,325.9273962,38657,252.874704
38667,281.0354919,38667,151.7591656,38667,309.1390411,38667,345.6736551,38667,275.4147821,38667,185.4834247,38667,250.1215878,38667,224.8283936,38667,337.2425903,38667,342.8633002,38667,314.759751,38667,140.517746,38667,344.5495131,38667,331.6218805,38667,196.7248444,38667,320.3804608,38667,343.4253712,38667,351.2943649,38667,348.48401,38667,168.6212952,38667,421.5532379,38667,202.3455542,38667,355.6504151,38667,354.1047198,38667,154.5695206,38667,349.8891875,38667,355.5098973,38667,297.8976215,38667,78.68993774,38667,326.0011707,38667,252.9319427
38677,280.9850769,38677,151.7319415,38677,309.0835846,38677,345.6116446,38677,275.3653754,38677,185.4501508,38677,250.0767184,38677,224.7880615,38677,337.1820923,38677,342.8017938,38677,314.7032861,38677,140.4925385,38677,344.4877043,38677,331.5623907,38677,196.6895538,38677,320.3229877,38677,343.363764,38677,351.2313461,38677,348.4214954,38677,168.5910461,38677,421.4776154,38677,202.3092554,38677,355.5866148,38677,354.0411969,38677,154.5417923,38677,349.8264207,38677,355.4461223,38677,297.8441815,38677,78.67582153,38677,325.9426892,38677,252.8865692
38687,280.883728,38687,151.6772131,38687,308.9721008,38687,345.4869855,38687,275.2660534,38687,185.3832605,38687,249.9865179,38687,224.7069824,38687,337.0604736,38687,342.6781482,38687,314.5897754,38687,140.441864,38687,344.3634506,38687,331.4427991,38687,196.6186096,38687,320.20745,38687,343.2399156,38687,351.10466,38687,348.2958228,38687,168.5302368,38687,421.325592,38687,202.2362842,38687,355.4583578,38687,353.9134973,38687,154.4860504,38687,349.7002414,38687,355.317916,38687,297.7367517,38687,78.64744385,38687,325.8251245,38687,252.7953552
38688,280.901947,38688,151.6870514,38688,308.9921417,38688,345.5093948,38688,275.2839081,38688,185.395285,38688,250.0027328,38688,224.7215576,38688,337.0823364,38688,342.7003754,38688,314.6101807,38688,140.4509735,38688,344.385787,38688,331.4642975,38688,196.6313629,38688,320.2282196,38688,343.2621793,38688,351.1274338,38688,348.3184143,38688,168.5411682,38688,421.3529205,38688,202.2494019,38688,355.481414,38688,353.9364532,38688,154.4960709,38688,349.722924,38688,355.340963,38688,297.7560638,38688,78.65254517,38688,325.8462585,38688,252.8117523
38689.25,280.9288025,38689.25,151.7015533,38689.25,309.0216827,38689.25,345.5424271,38689.25,275.3102265,38689.25,185.4130096,38689.25,250.0266342,38689.25,224.743042,38689.25,337.114563,38689.25,342.733139,38689.25,314.6402588,38689.25,140.4644012,38689.25,344.4187119,38689.25,331.4959869,38689.25,196.6501617,38689.25,320.2588348,38689.25,343.2949966,38689.25,351.1610031,38689.25,348.3517151,38689.25,168.5572815,38689.25,421.3932037,38689.25,202.2687378,38689.25,355.5153996,38689.25,353.9702911,38689.25,154.5108414,38689.25,349.7563591,38689.25,355.3749352,38689.25,297.7845306,38689.25,78.6600647,38689.25,325.8774109,38689.25,252.8359222
38690.8125,280.9638672,38690.8125,151.7204883,38690.8125,309.0602539,38690.8125,345.5855566,38690.8125,275.3445899,38690.8125,185.4361523,38690.8125,250.0578418,38690.8125,224.7710938,38690.8125,337.1566406,38690.8125,342.775918,38690.8125,314.6795313,38690.8125,140.4819336,38690.8125,344.4617012,38690.8125,331.5373633,38690.8125,196.674707,38690.8125,320.2988086,38690.8125,343.3378457,38690.8125,351.204834,38690.8125,348.3951953,38690.8125,168.5783203,38690.8125,421.4458008,38690.8125,202.2939844,38690.8125,355.5597739,38690.8125,354.0144727,38690.8125,154.530127,38690.8125,349.8000146,38690.8125,355.419292,38690.8125,297.8216992,38690.8125,78.66988281,38690.8125,325.9180859,38690.8125,252.8674805
38692.76563,281.0108337,38692.76563,151.7458502,38692.76563,309.1119171,38692.76563,345.6433255,38692.76563,275.390617,38692.76563,185.4671503,38692.76563,250.099642,38692.76563,224.808667,38692.76563,337.2130005,38692.76563,342.8332172,38692.76563,314.7321338,38692.76563,140.5054169,38692.76563,344.5192822,38692.76563,331.5927838,38692.76563,196.7075836,38692.76563,320.3523505,38692.76563,343.3952388,38692.76563,351.2635422,38692.76563,348.4534338,38692.76563,168.6065002,38692.76563,421.5162506,38692.76563,202.3278003,38692.76563,355.6192101,38692.76563,354.0736505,38692.76563,154.5559586,38692.76563,349.858488,38692.76563,355.4787047,38692.76563,297.8714838,38692.76563,78.68303345,38692.76563,325.9725671,38692.76563,252.9097504
38695.20703,281.0732117,38695.20703,151.7795343,38695.20703,309.1805328,38695.20703,345.7200504,38695.20703,275.4517475,38695.20703,185.5083197,38695.20703,250.1551584,38695.20703,224.8585693,38695.20703,337.287854,38695.20703,342.9093182,38695.20703,314.8019971,38695.20703,140.5366058,38695.20703,344.5957575,38695.20703,331.6663898,38695.20703,196.7512482,38695.20703,320.4234613,38695.20703,343.4714647,38695.20703,351.3415146,38695.20703,348.5307825,38695.20703,168.643927,38695.20703,421.6098175,38695.20703,202.3727124,38695.20703,355.6981494,38695.20703,354.1522467,38695.20703,154.5902664,38695.20703,349.9361485,38695.20703,355.5576128,38695.20703,297.9376044,38695.20703,78.70049927,38695.20703,326.0449255,38695.20703,252.9658905
38698.25879,281.1564636,38698.25879,151.8244904,38698.25879,309.27211,38698.25879,345.8224503,38698.25879,275.5333343,38698.25879,185.563266,38698.25879,250.2292526,38698.25879,224.9251709,38698.25879,337.3877563,38698.25879,343.0108856,38698.25879,314.8952393,38698.25879,140.5782318,38698.25879,344.6978244,38698.25879,331.7646271,38698.25879,196.8095245,38698.25879,320.5183685,38698.25879,343.5731985,38698.25879,351.4455795,38698.25879,348.6340149,38698.25879,168.6938782,38698.25879,421.7346954,38698.25879,202.4326538,38698.25879,355.8035047,38698.25879,354.2571442,38698.25879,154.636055,38698.25879,350.0397972,38698.25879,355.6629265,38698.25879,298.0258514,38698.25879,78.72380981,38698.25879,326.1414978,38698.25879,253.0408173
38702.07349,281.2678528,38702.07349,151.8846405,38702.07349,309.3946381,38702.07349,345.9594589,38702.07349,275.6424957,38702.07349,185.6367828,38702.07349,250.328389,38702.07349,225.0142822,38702.07349,337.5214233,38702.07349,343.1467804,38702.07349,315.0199951,38702.07349,140.6339264,38702.07349,344.8343875,38702.07349,331.8960663,38702.07349,196.8874969,38702.07349,320.6453522,38702.07349,343.7093161,38702.07349,351.584816,38702.07349,348.7721375,38702.07349,168.7607117,38702.07349,421.9017792,38702.07349,202.512854,38702.07349,355.9444677,38702.07349,354.3974945,38702.07349,154.697319,38702.07349,350.1784767,38702.07349,355.8038338,38702.07349,298.143924,38702.07349,78.75499878,38702.07349,326.2707092,38702.07349,253.1410675
38706.8418,281.4162292,38706.8418,151.9647638,38706.8418,309.5578522,38706.8418,346.141962,38706.8418,275.7879046,38706.8418,185.7347113,38706.8418,250.460444,38706.8418,225.1329834,38706.8418,337.6994751,38706.8418,343.3277997,38706.8418,315.1861768,38706.8418,140.7081146,38706.8418,345.0162971,38706.8418,332.0711505,38706.8418,196.9913605,38706.8418,320.8145013,38706.8418,343.8906321,38706.8418,351.7702866,38706.8418,348.9561243,38706.8418,168.8497375,38706.8418,422.1243439,38706.8418,202.6196851,38706.8418,356.1322381,38706.8418,354.5844489,38706.8418,154.7789261,38706.8418,350.3632054,38706.8418,355.99153,38706.8418,298.301203,38706.8418,78.79654419,38706.8418,326.4428259,38706.8418,253.2746063
38711.4209,281.5645142,38711.4209,152.0448376,38711.4209,309.7209656,38711.4209,346.3243524,38711.4209,275.9332239,38711.4209,185.8325793,38711.4209,250.5924176,38711.4209,225.2516113,38711.4209,337.877417,38711.4209,343.5087073,38711.4209,315.3522559,38711.4209,140.7822571,38711.4209,345.1980944,38711.4209,332.2461267,38711.4209,197.0951599,38711.4209,320.9835461,38711.4209,344.0718363,38711.4209,351.9556427,38711.4209,349.1399976,38711.4209,168.9387085,38711.4209,422.3467712,38711.4209,202.7264502,38711.4209,356.3198927,38711.4209,354.7712878,38711.4209,154.8604828,38711.4209,350.5478201,38711.4209,356.1791104,38711.4209,298.458385,38711.4209,78.83806396,38711.4209,326.6148364,38711.4209,253.4080627
38716,281.7184143,38716,152.1279437,38716,309.8902557,38716,346.5136496,38716,276.084046,38716,185.9341534,38716,250.7293887,38716,225.3747314,38716,338.0620972,38716,343.6964655,38716,315.524624,38716,140.8592072,38716,345.3867759,38716,332.4277289,38716,197.20289,38716,321.1589923,38716,344.2599023,38716,352.1480179,38716,349.3308337,38716,169.0310486,38716,422.5776215,38716,202.8372583,38716,356.5146533,38716,354.965202,38716,154.9451279,38716,350.7394258,38716,356.3737941,38716,298.6215192,38716,78.88115601,38716,326.7933606,38716,253.5465729
38718,281.800415,38718,152.1722241,38718,309.9804565,38718,346.6145105,38718,276.1644067,38718,185.9882739,38718,250.8023694,38718,225.440332,38718,338.160498,38718,343.7965063,38718,315.6164648,38718,140.9002075,38718,345.4873088,38718,332.5244897,38718,197.2602905,38718,321.2524731,38718,344.3601072,38718,352.2505188,38718,349.4325146,38718,169.080249,38718,422.7006226,38718,202.8962988,38718,356.6184252,38718,355.0685229,38718,154.9902283,38718,350.8415167,38718,356.477525,38718,298.7084399,38718,78.90411621,38718,326.8884814,38718,253.6203735
38720.5,281.9848938,38720.5,152.2718427,38720.5,310.1833832,38720.5,346.8414194,38720.5,276.3451959,38720.5,186.1100299,38720.5,250.9665555,38720.5,225.587915,38720.5,338.3818726,38720.5,344.0215704,38720.5,315.8230811,38720.5,140.9924469,38720.5,345.7134798,38720.5,332.7421747,38720.5,197.3894257,38720.5,321.4627789,38720.5,344.5855402,38720.5,352.4811172,38720.5,349.6612683,38720.5,169.1909363,38720.5,422.9773407,38720.5,203.0291235,38720.5,356.8518831,38720.5,355.3009662,38720.5,155.0916916,38720.5,351.0711928,38720.5,356.7108907,38720.5,298.9039874,38720.5,78.95577026,38720.5,327.1024768,38720.5,253.7864044
38723.625,282.2510681,38723.625,152.4155768,38723.625,310.4761749,38723.625,347.1688138,38723.625,276.6060467,38723.625,186.285705,38723.625,251.2034506,38723.625,225.8008545,38723.625,338.7012817,38723.625,344.3463031,38723.625,316.1211963,38723.625,141.1255341,38723.625,346.0398095,38723.625,333.0562604,38723.625,197.5757477,38723.625,321.7662177,38723.625,344.9108052,38723.625,352.8138351,38723.625,349.9913245,38723.625,169.3506409,38723.625,423.3766022,38723.625,203.220769,38723.625,357.1887267,38723.625,355.6363458,38723.625,155.2380875,38723.625,351.4025798,38723.625,357.0476012,38723.625,299.1861322,38723.625,79.03029907,38723.625,327.411239,38723.625,254.0259613
38727.53125,282.6071167,38727.53125,152.607843,38727.53125,310.8678284,38727.53125,347.6067535,38727.53125,276.9549744,38727.53125,186.520697,38727.53125,251.5203339,38727.53125,226.0856934,38727.53125,339.12854,38727.53125,344.7806824,38727.53125,316.5199707,38727.53125,141.3035583,38727.53125,346.4763251,38727.53125,333.4763977,38727.53125,197.8249817,38727.53125,322.172113,38727.53125,345.3458966,38727.53125,353.2588959,38727.53125,350.4328247,38727.53125,169.56427,38727.53125,423.910675,38727.53125,203.477124,38727.53125,357.6393062,38727.53125,356.084967,38727.53125,155.4339142,38727.53125,351.8458603,38727.53125,357.4980026,38727.53125,299.5635437,38727.53125,79.12999268,38727.53125,327.8242554,38727.53125,254.346405
38731.26563,282.9599609,38731.26563,152.7983789,38731.26563,311.255957,38731.26563,348.040752,38731.26563,277.3007617,38731.26563,186.7535742,38731.26563,251.8343652,38731.26563,226.3679688,38731.26563,339.5519531,38731.26563,345.2111523,38731.26563,316.9151563,38731.26563,141.4799805,38731.26563,346.9089121,38731.26563,333.8927539,38731.26563,198.0719727,38731.26563,322.5743555,38731.26563,345.7770723,38731.26563,353.6999512,38731.26563,350.8703516,38731.26563,169.7759766,38731.26563,424.4399414,38731.26563,203.7311719,38731.26563,358.0858306,38731.26563,356.5295508,38731.26563,155.6279785,38731.26563,352.2851514,38731.26563,357.9443506,38731.26563,299.9375586,38731.26563,79.22878906,38731.26563,328.2335547,38731.26563,254.6639648
38735,283.3210754,38735,152.9933807,38735,311.653183,38735,348.4849228,38735,277.6546539,38735,186.9919098,38735,252.1557571,38735,226.6568604,38735,339.9852905,38735,345.651712,38735,317.3196045,38735,141.6605377,38735,347.3516385,38735,334.318869,38735,198.3247528,38735,322.986026,38735,346.2183542,38735,354.1513443,38735,351.3181335,38735,169.9926453,38735,424.9816132,38735,203.9911743,38735,358.542821,38735,356.9845551,38735,155.8265915,38735,352.7347389,38735,358.4011604,38735,300.32034,38735,79.32990112,38735,328.6524475,38735,254.9889679
38739.66797,283.7332764,38739.66797,153.2159692,38739.66797,312.106604,38739.66797,348.9919299,38739.66797,278.0586109,38739.66797,187.2639624,38739.66797,252.522616,38739.66797,226.9866211,38739.66797,340.4799316,38739.66797,346.1545972,38739.66797,317.7812695,38739.66797,141.8666382,38739.66797,347.8569968,38739.66797,334.8052661,38739.66797,198.6132935,38739.66797,323.4559351,38739.66797,346.7220637,38739.66797,354.6665955,38739.66797,351.8292627,38739.66797,170.2399658,38739.66797,425.5999146,38739.66797,204.287959,38739.66797,359.0644612,38739.66797,357.5039282,38739.66797,156.053302,38739.66797,353.2479291,38739.66797,358.9225946,38739.66797,300.7572729,38739.66797,79.44531738,38739.66797,329.1306006,38739.66797,255.3599487
38744.33398,284.1343994,38744.33398,153.4325757,38744.33398,312.5478394,38744.33398,349.4853113,38744.33398,278.4517114,38744.33398,187.5287036,38744.33398,252.8796155,38744.33398,227.3075195,38744.33398,340.9612793,38744.33398,346.6439673,38744.33398,318.2305273,38744.33398,142.0671997,38744.33398,348.3487737,38744.33398,335.2785913,38744.33398,198.8940796,38744.33398,323.9132153,38744.33398,347.2122361,38744.33398,355.1679993,38744.33398,352.3266553,38744.33398,170.4806396,38744.33398,426.2015991,38744.33398,204.5767676,38744.33398,359.5720825,38744.33398,358.0093433,38744.33398,156.2739197,38744.33398,353.7473273,38744.33398,359.4300153,38744.33398,301.1824634,38744.33398,79.55763184,38744.33398,329.5959033,38744.33398,255.7209595
38749,284.5225525,38749,153.6421783,38749,312.9748077,38749,349.9627396,38749,278.8321015,38749,187.7848846,38749,253.2250717,38749,227.618042,38749,341.427063,38749,347.117514,38749,318.6652588,38749,142.2612762,38749,348.8246494,38749,335.7366119,38749,199.1657867,38749,324.3557098,38749,347.6865591,38749,355.6531906,38749,352.8079651,38749,170.7135315,38749,426.7838287,38749,204.8562378,38749,360.0632902,38749,358.4984161,38749,156.4874039,38749,354.2305779,38749,359.9210289,38749,301.5939056,38749,79.6663147,38749,330.0461609,38749,256.0702972
38754.83252,284.545166,38754.83252,153.6543896,38754.83252,312.9996826,38754.83252,349.9905542,38754.83252,278.8542627,38754.83252,187.7998096,38754.83252,253.2451978,38754.83252,227.6361328,38754.83252,341.4541992,38754.83252,347.1451025,38754.83252,318.6905859,38754.83252,142.272583,38754.83252,348.8523735,38754.83252,335.7632959,38754.83252,199.1816162,38754.83252,324.3814893,38754.83252,347.7141929,38754.83252,355.6814575,38754.83252,352.8360059,38754.83252,170.7270996,38754.83252,426.817749,38754.83252,204.8725195,38754.83252,360.0919076,38754.83252,358.5269092,38754.83252,156.4998413,38754.83252,354.2587317,38754.83252,359.949635,38754.83252,301.617876,38754.83252,79.67264648,38754.83252,330.0723926,38754.83252,256.0906494
38762.12305,284.4864197,38762.12305,153.6226666,38762.12305,312.9350616,38762.12305,349.9182962,38762.12305,278.7966913,38762.12305,187.761037,38762.12305,253.1929135,38762.12305,227.5891357,38762.12305,341.3837036,38762.12305,347.073432,38762.12305,318.62479,38762.12305,142.2432098,38762.12305,348.7803505,38762.12305,335.6939752,38762.12305,199.1404938,38762.12305,324.3145184,38762.12305,347.6424048,38762.12305,355.6080246,38762.12305,352.7631604,38762.12305,170.6918518,38762.12305,426.7296295,38762.12305,204.8302222,38762.12305,360.0175641,38762.12305,358.4528888,38762.12305,156.4675308,38762.12305,354.1855925,38762.12305,359.8753209,38762.12305,301.5556049,38762.12305,79.65619751,38762.12305,330.0042468,38762.12305,256.0377777
38767.06152,284.4227905,38767.06152,153.5883069,38767.06152,312.8650696,38767.06152,349.8400323,38767.06152,278.7343347,38767.06152,187.7190417,38767.06152,253.1362836,38767.06152,227.5382324,38767.06152,341.3073486,38767.06152,346.9958044,38767.06152,318.5535254,38767.06152,142.2113953,38767.06152,348.7023412,38767.06152,335.6188928,38767.06152,199.0959534,38767.06152,324.2419812,38767.06152,347.56465,38767.06152,355.5284882,38767.06152,352.6842603,38767.06152,170.6536743,38767.06152,426.6341858,38767.06152,204.7844092,38767.06152,359.9370414,38767.06152,358.3727161,38767.06152,156.4325348,38767.06152,354.1063742,38767.06152,359.79483,38767.06152,301.488158,38767.06152,79.63838135,38767.06152,329.930437,38767.06152,255.9805115
38772,284.3435364,38772,153.5455096,38772,312.77789,38772,349.7425497,38772,278.6566657,38772,187.666734,38772,253.0657474,38772,227.4748291,38772,341.2122437,38772,346.8991144,38772,318.4647607,38772,142.1717682,38772,348.6051756,38772,335.5253729,38772,199.0404755,38772,324.1516315,38772,347.4678015,38772,355.4294205,38772,352.5859851,38772,170.6061218,38772,426.5153046,38772,204.7273462,38772,359.8367453,38772,358.2728558,38772,156.388945,38772,354.0077028,38772,359.6945735,38772,301.4041486,38772,79.61619019,38772,329.8385022,38772,255.9091827
38777,284.3946228,38777,153.5730963,38777,312.8340851,38777,349.805386,38777,278.7067303,38777,187.700451,38777,253.1112143,38777,227.5156982,38777,341.2735474,38777,346.9614398,38777,318.5219775,38777,142.1973114,38777,348.6678076,38777,335.5856549,38777,199.076236,38777,324.20987,38777,347.5302291,38777,355.4932785,38777,352.6493323,38777,170.6367737,38777,426.5919342,38777,204.7641284,38777,359.9013952,38777,358.3372247,38777,156.4170425,38777,354.0713054,38777,359.7591978,38777,301.4583002,38777,79.63049438,38777,329.8977625,38777,255.9551605
38782.25,284.1647644,38782.25,153.4489728,38782.25,312.5812408,38782.25,349.5226602,38782.25,278.4814691,38782.25,187.5487445,38782.25,252.9066403,38782.25,227.3318115,38782.25,340.9977173,38782.25,346.6810126,38782.25,318.2645361,38782.25,142.0823822,38782.25,348.3860012,38782.25,335.314422,38782.25,198.9153351,38782.25,323.9478314,38782.25,347.2493421,38782.25,355.2059555,38782.25,352.3643079,38782.25,170.4988586,38782.25,426.2471466,38782.25,204.5986304,38782.25,359.6105094,38782.25,358.0476031,38782.25,156.2906204,38782.25,353.7851317,38782.25,359.468427,38782.25,301.2146503,38782.25,79.56613403,38782.25,329.6311267,38782.25,255.748288
38787.79736,283.9628906,38787.79736,153.3399609,38787.79736,312.3591797,38787.79736,349.2743555,38787.79736,278.2836328,38787.79736,187.4155078,38787.79736,252.7269727,38787.79736,227.1703125,38787.79736,340.7554688,38787.79736,346.4347266,38787.79736,318.0384375,38787.79736,141.9814453,38787.79736,348.1385039,38787.79736,335.0762109,38787.79736,198.7740234,38787.79736,323.7176953,38787.79736,347.0026523,38787.79736,354.9536133,38787.79736,352.1139844,38787.79736,170.3777344,38787.79736,425.9443359,38787.79736,204.4532813,38787.79736,359.3550381,38787.79736,357.7932422,38787.79736,156.1795898,38787.79736,353.5337988,38787.79736,359.2130566,38787.79736,301.0006641,38787.79736,79.50960938,38787.79736,329.3969531,38787.79736,255.5666016
38794.73169,283.7409363,38794.73169,153.2201056,38794.73169,312.1150299,38794.73169,349.0013516,38794.73169,278.0661176,38794.73169,187.2690179,38794.73169,252.5294333,38794.73169,226.992749,38794.73169,340.4891235,38794.73169,346.1639423,38794.73169,317.7898486,38794.73169,141.8704681,38794.73169,347.8663879,38794.73169,334.8143048,38794.73169,198.6186554,38794.73169,323.4646674,38794.73169,346.7314241,38794.73169,354.6761703,38794.73169,351.838761,38794.73169,170.2445618,38794.73169,425.6114044,38794.73169,204.2934741,38794.73169,359.0741549,38794.73169,357.5135797,38794.73169,156.057515,38794.73169,353.2574657,38794.73169,358.9322844,38794.73169,300.7653925,38794.73169,79.44746216,38794.73169,329.1394861,38794.73169,255.3668427
38801.36597,283.5450134,38801.36597,153.1143073,38801.36597,311.8995148,38801.36597,348.7603665,38801.36597,277.8741131,38801.36597,187.1397089,38801.36597,252.355062,38801.36597,226.8360107,38801.36597,340.2540161,38801.36597,345.9249164,38801.36597,317.570415,38801.36597,141.7725067,38801.36597,347.6261865,38801.36597,334.5831158,38801.36597,198.4815094,38801.36597,323.2413153,38801.36597,346.4920064,38801.36597,354.4312668,38801.36597,351.5958167,38801.36597,170.1270081,38801.36597,425.3175201,38801.36597,204.1524097,38801.36597,358.8262145,38801.36597,357.2667169,38801.36597,155.9497574,38801.36597,353.0135417,38801.36597,358.684442,38801.36597,300.5577142,38801.36597,79.39260376,38801.36597,328.9122156,38801.36597,255.1905121
38808,283.36026,38808,153.0145404,38808,311.696286,38808,348.5331198,38808,277.6930548,38808,187.0177716,38808,252.1906314,38808,226.688208,38808,340.032312,38808,345.6995172,38808,317.3634912,38808,141.68013,38808,347.3996788,38808,334.3651068,38808,198.352182,38808,323.0306964,38808,346.2662377,38808,354.200325,38808,351.3667224,38808,170.016156,38808,425.04039,38808,204.0193872,38808,358.592409,38808,357.0339276,38808,155.848143,38808,352.7835237,38808,358.4507289,38808,300.3618756,38808,79.3408728,38808,328.6979016,38808,255.024234
38816.29272,283.3406372,38816.29272,153.0039441,38816.29272,311.6747009,38816.29272,348.5089838,38816.29272,277.6738245,38816.29272,187.0048206,38816.29272,252.1731671,38816.29272,226.6725098,38816.29272,340.0087646,38816.29272,345.6755774,38816.29272,317.3415137,38816.29272,141.6703186,38816.29272,347.3756212,38816.29272,334.3419519,38816.29272,198.338446,38816.29272,323.0083264,38816.29272,346.2422587,38816.29272,354.1757965,38816.29272,351.3423901,38816.29272,170.0043823,38816.29272,425.0109558,38816.29272,204.0052588,38816.29272,358.5675764,38816.29272,357.0092029,38816.29272,155.8373505,38816.29272,352.7590933,38816.29272,358.4259061,38816.29272,300.3410754,38816.29272,79.33537842,38816.29272,328.6751392,38816.29272,255.0065735
38824.14624,283.307373,38824.14624,152.9859814,38824.14624,311.6381104,38824.14624,348.4680688,38824.14624,277.6412255,38824.14624,186.9828662,38824.14624,252.143562,38824.14624,226.6458984,38824.14624,339.9688477,38824.14624,345.6349951,38824.14624,317.3042578,38824.14624,141.6536865,38824.14624,347.3348394,38824.14624,334.3027002,38824.14624,198.3151611,38824.14624,322.9704053,38824.14624,346.2016099,38824.14624,354.1342163,38824.14624,351.3011426,38824.14624,169.9844238,38824.14624,424.9610596,38824.14624,203.9813086,38824.14624,358.5254806,38824.14624,356.96729,38824.14624,155.8190552,38824.14624,352.7176794,38824.14624,358.3838269,38824.14624,300.3058154,38824.14624,79.32606445,38824.14624,328.6365527,38824.14624,254.9766357
38832,283.2570801,38832,152.9588232,38832,311.5827881,38832,348.4062085,38832,277.5919385,38832,186.9496729,38832,252.0988013,38832,226.6056641,38832,339.9084961,38832,345.5736377,38832,317.2479297,38832,141.62854,38832,347.2731802,38832,334.2433545,38832,198.2799561,38832,322.9130713,38832,346.1401519,38832,354.0713501,38832,351.2387793,38832,169.954248,38832,424.8856201,38832,203.9450977,38832,358.4618348,38832,356.9039209,38832,155.791394,38832,352.6550647,38832,358.3202063,38832,300.2525049,38832,79.31198242,38832,328.5782129,38832,254.9313721
38838,282.8656006,38838,152.7474243,38838,311.1521606,38838,347.9246887,38838,277.2082886,38838,186.6912964,38838,251.7503845,38838,226.2924805,38838,339.4387207,38838,345.0960327,38838,316.8094727,38838,141.4328003,38838,346.7932263,38838,333.7814087,38838,198.0059204,38838,322.4667847,38838,345.6617639,38838,353.5820007,38838,350.7533447,38838,169.7193604,38838,424.2984009,38838,203.6632324,38838,357.9664175,38838,356.4106567,38838,155.5760803,38838,352.1676727,38838,357.8249847,38838,299.8375366,38838,79.20236816,38838,328.1240967,38838,254.5790405
