Date,History,Date00,REF,Date01,Sim#01,Date02,Sim#02,Date03,Sim#03,Date04,Sim#04,Date,Sim#05,Date,Sim#06,Date,Sim#07,Date,Sim#08,Date,Sim#09,Date,Sim#10,Date,Sim#11,Date,Sim#12,Date,Sim#13,Date14,Sim#14,Date,Sim#15,Date,Sim#16,Date,Sim#17,Date,Sim#18,Date,Sim#19,Date,Sim#20,Date,Sim#21,Date,Sim#22,Date,Sim#23,Date,Sim#24,Date,Sim#25,Date,Sim#26,Date,Sim#27,Date,Sim#28,Date,Sim#29,Date,Sim#30
38617.125,66863956,38617.125,46804769.2,38617.125,36106536.24,38617.125,73550351.6,38617.125,82242665.88,38617.125,63520758.2,38617.125,44130210.96,38617.125,59508920.84,38617.125,53491164.8,38617.125,80236747.2,38617.125,81574026.32,38617.125,74887630.72,38617.125,33431978,38617.125,81975210.06,38617.125,78899468.08,38617.125,62716580,38617.125,76224909.84,38617.125,81707754.23,38617.125,83579945,38617.125,82911305.44,38617.125,40118373.6,38617.125,100295934,38617.125,48142048.32,38617.125,84616336.32,38617.125,84248584.56,38617.125,36775175.8,38617.125,83245625.22,38617.125,84582904.34,38617.125,68201235.12,38617.125,50147967,38617.125,77562188.96,38617.125,60177560.4
38621.5625,66923032,38621.5625,46846122.4,38621.5625,36138437.28,38621.5625,73615335.2,38621.5625,82315329.36,38621.5625,63576880.4,38621.5625,44169201.12,38621.5625,59561498.48,38621.5625,53538425.6,38621.5625,80307638.4,38621.5625,81646099.04,38621.5625,74953795.84,38621.5625,33461516,38621.5625,82047637.23,38621.5625,78969177.76,38621.5625,62755232,38621.5625,76292256.48,38621.5625,81779945.1,38621.5625,83653790,38621.5625,82984559.68,38621.5625,40153819.2,38621.5625,100384548,38621.5625,48184583.04,38621.5625,84691097,38621.5625,84323020.32,38621.5625,36807667.6,38621.5625,83319174.84,38621.5625,84657635.48,38621.5625,68261492.64,38621.5625,50192274,38621.5625,77630717.12,38621.5625,60230728.8
38626,66982112,38626,46887478.4,38626,36170340.48,38626,73680323.2,38626,82387997.76,38626,63633006.4,38626,44208193.92,38626,59614079.68,38626,53585689.6,38626,80378534.4,38626,81718176.64,38626,75019965.44,38626,33491056,38626,82120069.31,38626,79038892.16,38626,62793740,38626,76359607.68,38626,81852140.86,38626,83727640,38626,83057818.88,38626,40189267.2,38626,100473168,38626,48227120.64,38626,84765862.74,38626,84397461.12,38626,36840161.6,38626,83392729.44,38626,84732371.68,38626,68321754.24,38626,50236584,38626,77699249.92,38626,60283900.8
38631.54688,67049536,38631.54688,46934675.2,38631.54688,36206749.44,38631.54688,73754489.6,38631.54688,82470929.28,38631.54688,63697059.2,38631.54688,44252693.76,38631.54688,59674087.04,38631.54688,53639628.8,38631.54688,80459443.2,38631.54688,81800433.92,38631.54688,75095480.32,38631.54688,33524768,38631.54688,82202731.14,38631.54688,79118452.48,38631.54688,62842512,38631.54688,76436471.04,38631.54688,81934532.99,38631.54688,83811920,38631.54688,83141424.64,38631.54688,40229721.6,38631.54688,100574304,38631.54688,48275665.92,38631.54688,84851187.81,38631.54688,84482415.36,38631.54688,36877244.8,38631.54688,83476672.32,38631.54688,84817663.04,38631.54688,68390526.72,38631.54688,50287152,38631.54688,77777461.76,38631.54688,60344582.4
38638.48047,67133816,38638.48047,46993671.2,38638.48047,36252260.64,38638.48047,73847197.6,38638.48047,82574593.68,38638.48047,63777125.2,38638.48047,44308318.56,38638.48047,59749096.24,38638.48047,53707052.8,38638.48047,80560579.2,38638.48047,81903255.52,38638.48047,75189873.92,38638.48047,33566908,38638.48047,82306058.42,38638.48047,79217902.88,38638.48047,62902940,38638.48047,76532550.24,38638.48047,82037523.15,38638.48047,83917270,38638.48047,83245931.84,38638.48047,40280289.6,38638.48047,100700724,38638.48047,48336347.52,38638.48047,84957844.15,38638.48047,84588608.16,38638.48047,36923598.8,38638.48047,83581600.92,38638.48047,84924277.24,38638.48047,68476492.32,38638.48047,50350362,38638.48047,77875226.56,38638.48047,60420434.4
38647.14746,67239168,38647.14746,47067417.6,38647.14746,36309150.72,38647.14746,73963084.8,38647.14746,82704176.64,38647.14746,63877209.6,38647.14746,44377850.88,38647.14746,59842859.52,38647.14746,53791334.4,38647.14746,80687001.6,38647.14746,82031784.96,38647.14746,75307868.16,38647.14746,33619584,38647.14746,82435219.97,38647.14746,79342218.24,38647.14746,62977760,38647.14746,76652651.52,38647.14746,82166263.3,38647.14746,84048960,38647.14746,83376568.32,38647.14746,40343500.8,38647.14746,100858752,38647.14746,48412200.96,38647.14746,85091167.1,38647.14746,84721351.68,38647.14746,36981542.4,38647.14746,83712764.16,38647.14746,85057547.52,38647.14746,68583951.36,38647.14746,50429376,38647.14746,77997434.88,38647.14746,60515251.2
38657,67358928,38657,47151249.6,38657,36373821.12,38657,74094820.8,38657,82851481.44,38657,63990981.6,38657,44456892.48,38657,59949445.92,38657,53887142.4,38657,80830713.6,38657,82177892.16,38657,75441999.36,38657,33679464,38657,82582045.73,38657,79483535.04,38657,63062008,38657,76789177.92,38657,82312610.02,38657,84198660,38657,83525070.72,38657,40415356.8,38657,101038392,38657,48498428.16,38657,85242723.38,38657,84872249.28,38657,37047410.4,38657,83861865.36,38657,85209043.92,38657,68706106.56,38657,50519196,38657,78136356.48,38657,60623035.2
38667,67452944,38667,47217060.8,38667,36424589.76,38667,74198238.4,38667,82967121.12,38667,64080296.8,38667,44518943.04,38667,60033120.16,38667,53962355.2,38667,80943532.8,38667,82292591.68,38667,75547297.28,38667,33726472,38667,82697309.34,38667,79594473.92,38667,63128556,38667,76896356.16,38667,82427497.57,38667,84316180,38667,83641650.56,38667,40471766.4,38667,101179416,38667,48566119.68,38667,85361700.63,38667,84990709.44,38667,37099119.2,38667,83978915.28,38667,85327974.16,38667,68802002.88,38667,50589708,38667,78245415.04,38667,60707649.6
38677,67546960,38677,47282872,38677,36475358.4,38677,74301656,38677,83082760.8,38677,64169612,38677,44580993.6,38677,60116794.4,38677,54037568,38677,81056352,38677,82407291.2,38677,75652595.2,38677,33773480,38677,82812572.96,38677,79705412.8,38677,63194708,38677,77003534.4,38677,82542385.12,38677,84433700,38677,83758230.4,38677,40528176,38677,101320440,38677,48633811.2,38677,85480677.88,38677,85109169.6,38677,37150828,38677,84095965.2,38677,85446904.4,38677,68897899.2,38677,50660220,38677,78354473.6,38677,60792264
38687,67640968,38687,47348677.6,38687,36526122.72,38687,74405064.8,38687,83198390.64,38687,64258919.6,38687,44643038.88,38687,60200461.52,38687,54112774.4,38687,81169161.6,38687,82521980.96,38687,75757884.16,38687,33820484,38687,82927826.77,38687,79816342.24,38687,63260504,38687,77110703.52,38687,82657262.9,38687,84551210,38687,83874800.32,38687,40584580.8,38687,101461452,38687,48701496.96,38687,85599645,38687,85227619.68,38687,37202532.4,38687,84213005.16,38687,85565824.52,38687,68993787.36,38687,50730726,38687,78463522.88,38687,60876871.2
38688,67652480,38688,47356736,38688,36532339.2,38688,74417728,38688,83212550.4,38688,64269856,38688,44650636.8,38688,60210707.2,38688,54121984,38688,81182976,38688,82536025.6,38688,75770777.6,38688,33826240,38688,82941940.48,38688,79829926.4,38688,63268036,38688,77123827.2,38688,82671330.56,38688,84565600,38688,83889075.2,38688,40591488,38688,101478720,38688,48709785.6,38688,85614213.44,38688,85242124.8,38688,37208864,38688,84227337.6,38688,85580387.2,38688,69005529.6,38688,50739360,38688,78476876.8,38688,60887232
38689.25,67663904,38689.25,47364732.8,38689.25,36538508.16,38689.25,74430294.4,38689.25,83226601.92,38689.25,64280708.8,38689.25,44658176.64,38689.25,60220874.56,38689.25,54131123.2,38689.25,81196684.8,38689.25,82549962.88,38689.25,75783572.48,38689.25,33831952,38689.25,82955946.3,38689.25,79843406.72,38689.25,63276004,38689.25,77136850.56,38689.25,82685290.69,38689.25,84579880,38689.25,83903240.96,38689.25,40598342.4,38689.25,101495856,38689.25,48718010.88,38689.25,85628670.51,38689.25,85256519.04,38689.25,37215147.2,38689.25,84241560.48,38689.25,85594838.56,38689.25,69017182.08,38689.25,50747928,38689.25,78490128.64,38689.25,60897513.6
38690.8125,67678184,38690.8125,47374728.8,38690.8125,36546219.36,38690.8125,74446002.4,38690.8125,83244166.32,38690.8125,64294274.8,38690.8125,44667601.44,38690.8125,60233583.76,38690.8125,54142547.2,38690.8125,81213820.8,38690.8125,82567384.48,38690.8125,75799566.08,38690.8125,33839092,38690.8125,82973453.58,38690.8125,79860257.12,38690.8125,63285972,38690.8125,77153129.76,38690.8125,82702740.85,38690.8125,84597730,38690.8125,83920948.16,38690.8125,40606910.4,38690.8125,101517276,38690.8125,48728292.48,38690.8125,85646741.85,38690.8125,85274511.84,38690.8125,37223001.2,38690.8125,84259339.08,38690.8125,85612902.76,38690.8125,69031747.68,38690.8125,50758638,38690.8125,78506693.44,38690.8125,60910365.6
38692.76563,67696040,38692.76563,47387228,38692.76563,36555861.6,38692.76563,74465644,38692.76563,83266129.2,38692.76563,64311238,38692.76563,44679386.4,38692.76563,60249475.6,38692.76563,54156832,38692.76563,81235248,38692.76563,82589168.8,38692.76563,75819564.8,38692.76563,33848020,38692.76563,82995345.04,38692.76563,79881327.2,38692.76563,63298420,38692.76563,77173485.6,38692.76563,82724560.88,38692.76563,84620050,38692.76563,83943089.6,38692.76563,40617624,38692.76563,101544060,38692.76563,48741148.8,38692.76563,85669338.62,38692.76563,85297010.4,38692.76563,37232822,38692.76563,84281569.8,38692.76563,85635490.6,38692.76563,69049960.8,38692.76563,50772030,38692.76563,78527406.4,38692.76563,60926436
38695.20703,67718352,38695.20703,47402846.4,38695.20703,36567910.08,38695.20703,74490187.2,38695.20703,83293572.96,38695.20703,64332434.4,38695.20703,44694112.32,38695.20703,60269333.28,38695.20703,54174681.6,38695.20703,81262022.4,38695.20703,82616389.44,38695.20703,75844554.24,38695.20703,33859176,38695.20703,83022699.55,38695.20703,79907655.36,38695.20703,63313964,38695.20703,77198921.28,38695.20703,82751826.14,38695.20703,84647940,38695.20703,83970756.48,38695.20703,40631011.2,38695.20703,101577528,38695.20703,48757213.44,38695.20703,85697574.46,38695.20703,85325123.52,38695.20703,37245093.6,38695.20703,84309348.24,38695.20703,85663715.28,38695.20703,69072719.04,38695.20703,50788764,38695.20703,78553288.32,38695.20703,60946516.8
38698.25879,67746240,38698.25879,47422368,38698.25879,36582969.6,38698.25879,74520864,38698.25879,83327875.2,38698.25879,64358928,38698.25879,44712518.4,38698.25879,60294153.6,38698.25879,54196992,38698.25879,81295488,38698.25879,82650412.8,38698.25879,75875788.8,38698.25879,33873120,38698.25879,83056890.24,38698.25879,79940563.2,38698.25879,63333352,38698.25879,77230713.6,38698.25879,82785905.28,38698.25879,84682800,38698.25879,84005337.6,38698.25879,40647744,38698.25879,101619360,38698.25879,48777292.8,38698.25879,85732866.72,38698.25879,85360262.4,38698.25879,37260432,38698.25879,84344068.8,38698.25879,85698993.6,38698.25879,69101164.8,38698.25879,50809680,38698.25879,78585638.4,38698.25879,60971616
38702.07349,67781104,38702.07349,47446772.8,38702.07349,36601796.16,38702.07349,74559214.4,38702.07349,83370757.92,38702.07349,64392048.8,38702.07349,44735528.64,38702.07349,60325182.56,38702.07349,54224883.2,38702.07349,81337324.8,38702.07349,82692946.88,38702.07349,75914836.48,38702.07349,33890552,38702.07349,83099633.5,38702.07349,79981702.72,38702.07349,63357536,38702.07349,77270458.56,38702.07349,82828509.09,38702.07349,84726380,38702.07349,84048568.96,38702.07349,40668662.4,38702.07349,101671656,38702.07349,48802394.88,38702.07349,85776987.11,38702.07349,85404191.04,38702.07349,37279607.2,38702.07349,84387474.48,38702.07349,85743096.56,38702.07349,69136726.08,38702.07349,50835828,38702.07349,78626080.64,38702.07349,61002993.6
38706.8418,67824680,38706.8418,47477276,38706.8418,36625327.2,38706.8418,74607148,38706.8418,83424356.4,38706.8418,64433446,38706.8418,44764288.8,38706.8418,60363965.2,38706.8418,54259744,38706.8418,81389616,38706.8418,82746109.6,38706.8418,75963641.6,38706.8418,33912340,38706.8418,83153057.68,38706.8418,80033122.4,38706.8418,63387680,38706.8418,77320135.2,38706.8418,82881758.96,38706.8418,84780850,38706.8418,84102603.2,38706.8418,40694808,38706.8418,101737020,38706.8418,48833769.6,38706.8418,85832132.54,38706.8418,85459096.8,38706.8418,37303574,38706.8418,84441726.6,38706.8418,85798220.2,38706.8418,69181173.6,38706.8418,50868510,38706.8418,78676628.8,38706.8418,61042212
38711.4209,67866536,38711.4209,47506575.2,38711.4209,36647929.44,38711.4209,74653189.6,38711.4209,83475839.28,38711.4209,64473209.2,38711.4209,44791913.76,38711.4209,60401217.04,38711.4209,54293228.8,38711.4209,81439843.2,38711.4209,82797173.92,38711.4209,76010520.32,38711.4209,33933268,38711.4209,83204373.14,38711.4209,80082512.48,38711.4209,63416552,38711.4209,77367851.04,38711.4209,82932906.99,38711.4209,84833170,38711.4209,84154504.64,38711.4209,40719921.6,38711.4209,101799804,38711.4209,48863905.92,38711.4209,85885101.31,38711.4209,85511835.36,38711.4209,37326594.8,38711.4209,84493837.32,38711.4209,85851168.04,38711.4209,69223866.72,38711.4209,50899902,38711.4209,78725181.76,38711.4209,61079882.4
38716,67908384,38716,47535868.8,38716,36670527.36,38716,74699222.4,38716,83527312.32,38716,64512964.8,38716,44819533.44,38716,60438461.76,38716,54326707.2,38716,81490060.8,38716,82848228.48,38716,76057390.08,38716,33954192,38716,83255678.78,38716,80131893.12,38716,63445336,38716,77415557.76,38716,82984045.25,38716,84885480,38716,84206396.16,38716,40745030.4,38716,101862576,38716,48894036.48,38716,85938059.95,38716,85564563.84,38716,37349611.2,38716,84545938.08,38716,85904105.76,38716,69266551.68,38716,50931288,38716,78773725.44,38716,61117545.6
38718,67920472,38718,47544330.4,38718,36677054.88,38718,74712519.2,38718,83542180.56,38718,64524448.4,38718,44827511.52,38718,60449220.08,38718,54336377.6,38718,81504566.4,38718,82862975.84,38718,76070928.64,38718,33960236,38718,83270498.67,38718,80146156.96,38718,63455188,38718,77429338.08,38718,82998816.78,38718,84900590,38718,84221385.28,38718,40752283.2,38718,101880708,38718,48902739.84,38718,85953357.32,38718,85579794.72,38718,37356259.6,38718,84560987.64,38718,85919397.08,38718,69278881.44,38718,50940354,38718,78787747.52,38718,61128424.8
38720.5,67936912,38720.5,47555838.4,38720.5,36685932.48,38720.5,74730603.2,38720.5,83562401.76,38720.5,64540066.4,38720.5,44838361.92,38720.5,60463851.68,38720.5,54349529.6,38720.5,81524294.4,38720.5,82883032.64,38720.5,76089341.44,38720.5,33968456,38720.5,83290654.11,38720.5,80165556.16,38720.5,63468644,38720.5,77448079.68,38720.5,83018906.46,38720.5,84921140,38720.5,84241770.88,38720.5,40762147.2,38720.5,101905368,38720.5,48914576.64,38720.5,85974162.14,38720.5,85600509.12,38720.5,37365301.6,38720.5,84581455.44,38720.5,85940193.68,38720.5,69295650.24,38720.5,50952684,38720.5,78806817.92,38720.5,61143220.8
38723.625,67957464,38723.625,47570224.8,38723.625,36697030.56,38723.625,74753210.4,38723.625,83587680.72,38723.625,64559590.8,38723.625,44851926.24,38723.625,60482142.96,38723.625,54365971.2,38723.625,81548956.8,38723.625,82908106.08,38723.625,76112359.68,38723.625,33978732,38723.625,83315850.86,38723.625,80189807.52,38723.625,63485316,38723.625,77471508.96,38723.625,83044021.01,38723.625,84946830,38723.625,84267255.36,38723.625,40774478.4,38723.625,101936196,38723.625,48929374.08,38723.625,86000170.69,38723.625,85626404.64,38723.625,37376605.2,38723.625,84607042.68,38723.625,85966191.96,38723.625,69316613.28,38723.625,50968098,38723.625,78830658.24,38723.625,61161717.6
38727.53125,67983144,38727.53125,47588200.8,38727.53125,36710897.76,38727.53125,74781458.4,38727.53125,83619267.12,38727.53125,64583986.8,38727.53125,44868875.04,38727.53125,60504998.16,38727.53125,54386515.2,38727.53125,81579772.8,38727.53125,82939435.68,38727.53125,76141121.28,38727.53125,33991572,38727.53125,83347334.54,38727.53125,80220109.92,38727.53125,63506016,38727.53125,77500784.16,38727.53125,83075401.97,38727.53125,84978930,38727.53125,84299098.56,38727.53125,40789886.4,38727.53125,101974716,38727.53125,48947863.68,38727.53125,86032668.73,38727.53125,85658761.44,38727.53125,37390729.2,38727.53125,84639014.28,38727.53125,85998677.16,38727.53125,69342806.88,38727.53125,50987358,38727.53125,78860447.04,38727.53125,61184829.6
38731.26563,68007704,38731.26563,47605392.8,38731.26563,36724160.16,38731.26563,74808474.4,38731.26563,83649475.92,38731.26563,64607318.8,38731.26563,44885084.64,38731.26563,60526856.56,38731.26563,54406163.2,38731.26563,81609244.8,38731.26563,82969398.88,38731.26563,76168628.48,38731.26563,34003852,38731.26563,83377445.1,38731.26563,80249090.72,38731.26563,63525716,38731.26563,77528782.56,38731.26563,83105414.29,38731.26563,85009630,38731.26563,84329552.96,38731.26563,40804622.4,38731.26563,102011556,38731.26563,48965546.88,38731.26563,86063749.41,38731.26563,85689707.04,38731.26563,37404237.2,38731.26563,84669591.48,38731.26563,86029745.56,38731.26563,69367858.08,38731.26563,51005778,38731.26563,78888936.64,38731.26563,61206933.6
38735,68032264,38735,47622584.8,38735,36737422.56,38735,74835490.4,38735,83679684.72,38735,64630650.8,38735,44901294.24,38735,60548714.96,38735,54425811.2,38735,81638716.8,38735,82999362.08,38735,76196135.68,38735,34016132,38735,83407555.66,38735,80278071.52,38735,63545360,38735,77556780.96,38735,83135426.61,38735,85040330,38735,84360007.36,38735,40819358.4,38735,102048396,38735,48983230.08,38735,86094830.09,38735,85720652.64,38735,37417745.2,38735,84700168.68,38735,86060813.96,38735,69392909.28,38735,51024198,38735,78917426.24,38735,61229037.6
38739.66797,68085328,38739.66797,47659729.6,38739.66797,36766077.12,38739.66797,74893860.8,38739.66797,83744953.44,38739.66797,64681061.6,38739.66797,44936316.48,38739.66797,60595941.92,38739.66797,54468262.4,38739.66797,81702393.6,38739.66797,83064100.16,38739.66797,76255567.36,38739.66797,34042664,38739.66797,83472612.13,38739.66797,80340687.04,38739.66797,63591116,38739.66797,77617273.92,38739.66797,83200270.82,38739.66797,85106660,38739.66797,84425806.72,38739.66797,40851196.8,38739.66797,102127992,38739.66797,49021436.16,38739.66797,86161982.58,38739.66797,85787513.28,38739.66797,37446930.4,38739.66797,84766233.36,38739.66797,86127939.92,38739.66797,69447034.56,38739.66797,51063996,38739.66797,78978980.48,38739.66797,61276795.2
38744.33398,68138376,38744.33398,47696863.2,38744.33398,36794723.04,38744.33398,74952213.6,38744.33398,83810202.48,38744.33398,64731457.2,38744.33398,44971328.16,38744.33398,60643154.64,38744.33398,54510700.8,38744.33398,81766051.2,38744.33398,83128818.72,38744.33398,76314981.12,38744.33398,34069188,38744.33398,83537648.98,38744.33398,80403283.68,38744.33398,63636880,38744.33398,77677748.64,38744.33398,83265095.47,38744.33398,85172970,38744.33398,84491586.24,38744.33398,40883025.6,38744.33398,102207564,38744.33398,49059630.72,38744.33398,86229114.83,38744.33398,85854353.76,38744.33398,37476106.8,38744.33398,84832278.12,38744.33398,86195045.64,38744.33398,69501143.52,38744.33398,51103782,38744.33398,79040516.16,38744.33398,61324538.4
38749,68191424,38749,47733996.8,38749,36823368.96,38749,75010566.4,38749,83875451.52,38749,64781852.8,38749,45006339.84,38749,60690367.36,38749,54553139.2,38749,81829708.8,38749,83193537.28,38749,76374394.88,38749,34095712,38749,83602685.82,38749,80465880.32,38749,63682592,38749,77738223.36,38749,83329920.13,38749,85239280,38749,84557365.76,38749,40914854.4,38749,102287136,38749,49097825.28,38749,86296247.07,38749,85921194.24,38749,37505283.2,38749,84898322.88,38749,86262151.36,38749,69555252.48,38749,51143568,38749,79102051.84,38749,61372281.6
38754.83252,68273992,38754.83252,47791794.4,38754.83252,36867955.68,38754.83252,75101391.2,38754.83252,83977010.16,38754.83252,64860292.4,38754.83252,45060834.72,38754.83252,60763852.88,38754.83252,54619193.6,38754.83252,81928790.4,38754.83252,83294270.24,38754.83252,76466871.04,38754.83252,34136996,38754.83252,83703914.19,38754.83252,80563310.56,38754.83252,63757088,38754.83252,77832350.88,38754.83252,83430818.22,38754.83252,85342490,38754.83252,84659750.08,38754.83252,40964395.2,38754.83252,102410988,38754.83252,49157274.24,38754.83252,86400736.88,38754.83252,86025229.92,38754.83252,37550695.6,38754.83252,85001120.04,38754.83252,86366599.88,38754.83252,69639471.84,38754.83252,51205494,38754.83252,79197830.72,38754.83252,61446592.8
38762.12305,68377200,38762.12305,47864040,38762.12305,36923688,38762.12305,75214920,38762.12305,84103956,38762.12305,64958340,38762.12305,45128952,38762.12305,60855708,38762.12305,54701760,38762.12305,82052640,38762.12305,83420184,38762.12305,76582464,38762.12305,34188600,38762.12305,83830447.2,38762.12305,80685096,38762.12305,63849788,38762.12305,77950008,38762.12305,83556938.4,38762.12305,85471500,38762.12305,84787728,38762.12305,41026320,38762.12305,102565800,38762.12305,49231584,38762.12305,86531346.6,38762.12305,86155272,38762.12305,37607460,38762.12305,85129614,38762.12305,86497158,38762.12305,69744744,38762.12305,51282900,38762.12305,79317552,38762.12305,61539480
38767.06152,68447112,38767.06152,47912978.4,38767.06152,36961440.48,38767.06152,75291823.2,38767.06152,84189947.76,38767.06152,65024756.4,38767.06152,45175093.92,38767.06152,60917929.68,38767.06152,54757689.6,38767.06152,82136534.4,38767.06152,83505476.64,38767.06152,76660765.44,38767.06152,34223556,38767.06152,83916159.31,38767.06152,80767592.16,38767.06152,63912388,38767.06152,78029707.68,38767.06152,83642370.86,38767.06152,85558890,38767.06152,84874418.88,38767.06152,41068267.2,38767.06152,102670668,38767.06152,49281920.64,38767.06152,86619820.24,38767.06152,86243361.12,38767.06152,37645911.6,38767.06152,85216654.44,38767.06152,86585596.68,38767.06152,69816054.24,38767.06152,51335334,38767.06152,79398649.92,38767.06152,61602400.8
38772,68517024,38772,47961916.8,38772,36999192.96,38772,75368726.4,38772,84275939.52,38772,65091172.8,38772,45221235.84,38772,60980151.36,38772,54813619.2,38772,82220428.8,38772,83590769.28,38772,76739066.88,38772,34258512,38772,84001871.42,38772,80850088.32,38772,63974812,38772,78109407.36,38772,83727803.33,38772,85646280,38772,84961109.76,38772,41110214.4,38772,102775536,38772,49332257.28,38772,86708293.87,38772,86331450.24,38772,37684363.2,38772,85303694.88,38772,86674035.36,38772,69887364.48,38772,51387768,38772,79479747.84,38772,61665321.6
38777,68581464,38777,48007024.8,38777,37033990.56,38777,75439610.4,38777,84355200.72,38777,65152390.8,38777,45263766.24,38777,61037502.96,38777,54865171.2,38777,82297756.8,38777,83669386.08,38777,76811239.68,38777,34290732,38777,84080874.86,38777,80926127.52,38777,64033804,38777,78182868.96,38777,83806549.01,38777,85726830,38777,85041015.36,38777,41148878.4,38777,102872196,38777,49378654.08,38777,86789842.69,38777,86412644.64,38777,37719805.2,38777,85383922.68,38777,86755551.96,38777,69953093.28,38777,51436098,38777,79554498.24,38777,61723317.6
38782.25,68673800,38782.25,48071660,38782.25,37083852,38782.25,75541180,38782.25,84468774,38782.25,65240110,38782.25,45324708,38782.25,61119682,38782.25,54939040,38782.25,82408560,38782.25,83782036,38782.25,76914656,38782.25,34336900,38782.25,84194078.8,38782.25,81035084,38782.25,64116036,38782.25,78288132,38782.25,83919383.6,38782.25,85842250,38782.25,85155512,38782.25,41204280,38782.25,103010700,38782.25,49445136,38782.25,86906693.9,38782.25,86528988,38782.25,37770590,38782.25,85498881,38782.25,86872357,38782.25,70047276,38782.25,51505350,38782.25,79661608,38782.25,61806420
38787.79736,68771368,38787.79736,48139957.6,38787.79736,37136538.72,38787.79736,75648504.8,38787.79736,84588782.64,38787.79736,65332799.6,38787.79736,45389102.88,38787.79736,61206517.52,38787.79736,55017094.4,38787.79736,82525641.6,38787.79736,83901068.96,38787.79736,77023932.16,38787.79736,34385684,38787.79736,84313697.17,38787.79736,81150214.24,38787.79736,64202640,38787.79736,78399359.52,38787.79736,84038611.7,38787.79736,85964210,38787.79736,85276496.32,38787.79736,41262820.8,38787.79736,103157052,38787.79736,49515384.96,38787.79736,87030166.2,38787.79736,86651923.68,38787.79736,37824252.4,38787.79736,85620353.16,38787.79736,86995780.52,38787.79736,70146795.36,38787.79736,51578526,38787.79736,79774786.88,38787.79736,61894231.2
38794.73169,68893328,38794.73169,48225329.6,38794.73169,37202397.12,38794.73169,75782660.8,38794.73169,84738793.44,38794.73169,65448661.6,38794.73169,45469596.48,38794.73169,61315061.92,38794.73169,55114662.4,38794.73169,82671993.6,38794.73169,84049860.16,38794.73169,77160527.36,38794.73169,34446664,38794.73169,84463220.13,38794.73169,81294127.04,38794.73169,64310196,38794.73169,78538393.92,38794.73169,84187646.82,38794.73169,86116660,38794.73169,85427726.72,38794.73169,41335996.8,38794.73169,103339992,38794.73169,49603196.16,38794.73169,87184506.58,38794.73169,86805593.28,38794.73169,37891330.4,38794.73169,85772193.36,38794.73169,87150059.92,38794.73169,70271194.56,38794.73169,51669996,38794.73169,79916260.48,38794.73169,62003995.2
38801.36597,69010016,38801.36597,48307011.2,38801.36597,37265408.64,38801.36597,75911017.6,38801.36597,84882319.68,38801.36597,65559515.2,38801.36597,45546610.56,38801.36597,61418914.24,38801.36597,55208012.8,38801.36597,82812019.2,38801.36597,84192219.52,38801.36597,77291217.92,38801.36597,34505008,38801.36597,84606279.62,38801.36597,81431818.88,38801.36597,64412432,38801.36597,78671418.24,38801.36597,84330239.55,38801.36597,86262520,38801.36597,85572419.84,38801.36597,41406009.6,38801.36597,103515024,38801.36597,49687211.52,38801.36597,87332175.25,38801.36597,86952620.16,38801.36597,37955508.8,38801.36597,85917469.92,38801.36597,87297670.24,38801.36597,70390216.32,38801.36597,51757512,38801.36597,80051618.56,38801.36597,62109014.4
38808,69126696,38808,48388687.2,38808,37328415.84,38808,76039365.6,38808,85025836.08,38808,65670361.2,38808,45623619.36,38808,61522759.44,38808,55301356.8,38808,82952035.2,38808,84334569.12,38808,77421899.52,38808,34563348,38808,84749329.3,38808,81569501.28,38808,64514024,38808,78804433.44,38808,84472822.51,38808,86408370,38808,85717103.04,38808,41476017.6,38808,103690044,38808,49771221.12,38808,87479833.79,38808,87099636.96,38808,38019682.8,38808,86062736.52,38808,87445270.44,38808,70509229.92,38808,51845022,38808,80186967.36,38808,62214026.4
38816.29272,69271248,38816.29272,48489873.6,38816.29272,37406473.92,38816.29272,76198372.8,38816.29272,85203635.04,38816.29272,65807685.6,38816.29272,45719023.68,38816.29272,61651410.72,38816.29272,55416998.4,38816.29272,83125497.6,38816.29272,84510922.56,38816.29272,77583797.76,38816.29272,34635624,38816.29272,84926550.05,38816.29272,81740072.64,38816.29272,64645196,38816.29272,78969222.72,38816.29272,84649465.06,38816.29272,86589060,38816.29272,85896347.52,38816.29272,41562748.8,38816.29272,103906872,38816.29272,49875298.56,38816.29272,87662764.34,38816.29272,87281772.48,38816.29272,38099186.4,38816.29272,86242703.76,38816.29272,87628128.72,38816.29272,70656672.96,38816.29272,51953436,38816.29272,80354647.68,38816.29272,62344123.2
38824.14624,69408160,38824.14624,48585712,38824.14624,37480406.4,38824.14624,76348976,38824.14624,85372036.8,38824.14624,65937752,38824.14624,45809385.6,38824.14624,61773262.4,38824.14624,55526528,38824.14624,83289792,38824.14624,84677955.2,38824.14624,77737139.2,38824.14624,34704080,38824.14624,85094404.16,38824.14624,81901628.8,38824.14624,64768232,38824.14624,79125302.4,38824.14624,84816771.52,38824.14624,86760200,38824.14624,86066118.4,38824.14624,41644896,38824.14624,104112240,38824.14624,49973875.2,38824.14624,87836026.48,38824.14624,87454281.6,38824.14624,38174488,38824.14624,86413159.2,38824.14624,87801322.4,38824.14624,70796323.2,38824.14624,52056120,38824.14624,80513465.6,38824.14624,62467344
